In,Out,Date,Time,Branch,Group
51,38,1/20/2024,12:00 PM,Liberty Park,LP Main
50,54,1/20/2024,12:00 PM,Indian Trail,IT Main
70,109,1/20/2024,12:00 PM,Hillyard,HY North
86,91,1/20/2024,12:00 PM,Central,1st Floor NW Entrance
60,65,1/20/2024,11:00 AM,South Hill,SO Main
67,50,1/20/2024,11:00 AM,Shadle Park,SH East
28,37,1/20/2024,11:00 AM,Liberty Park,LP Main
62,55,1/20/2024,11:00 AM,Indian Trail,IT Main
36,52,1/20/2024,11:00 AM,Hillyard,HY North
96,89,1/20/2024,11:00 AM,Central,1st Floor NW Entrance
73,35,1/20/2024,10:00 AM,South Hill,SO Main
70,24,1/20/2024,10:00 AM,Shadle Park,SH East
74,25,1/20/2024,10:00 AM,Liberty Park,LP Main
34,16,1/20/2024,10:00 AM,Indian Trail,IT Main
16,37,1/20/2024,10:00 AM,Hillyard,HY North
98,80,1/20/2024,10:00 AM,Central,1st Floor NW Entrance
26,17,1/20/2024,9:00 AM,South Hill,SO Main
6,15,1/20/2024,9:00 AM,Liberty Park,LP Main
19,16,1/20/2024,9:00 AM,Indian Trail,IT Main
3,58,1/20/2024,9:00 AM,Hillyard,HY North
28,39,1/20/2024,9:00 AM,Central,1st Floor NW Entrance
9,7,1/20/2024,8:00 AM,South Hill,SO Main
39,35,1/20/2024,8:00 AM,Shadle Park,SH East
5,1,1/20/2024,8:00 AM,Liberty Park,LP Main
40,46,1/20/2024,8:00 AM,Indian Trail,IT Main
5,46,1/20/2024,8:00 AM,Hillyard,HY North
4,2,1/20/2024,8:00 AM,Central,1st Floor NW Entrance
19,9,1/20/2024,7:00 AM,South Hill,SO Main
1,4,1/20/2024,7:00 AM,Shadle Park,SH East
4,5,1/20/2024,7:00 AM,Liberty Park,LP Main
6,8,1/20/2024,7:00 AM,Indian Trail,IT Main
8,7,1/20/2024,6:00 AM,South Hill,SO Main
5,5,1/20/2024,6:00 AM,Shadle Park,SH East
15,26,1/20/2024,6:00 AM,Liberty Park,LP Main
2,2,1/20/2024,6:00 AM,Indian Trail,IT Main
0,1,1/20/2024,6:00 AM,Hillyard,HY North
1,2,1/20/2024,5:00 AM,Liberty Park,LP Main
0,51,1/20/2024,5:00 AM,Hillyard,HY North
1,2,1/20/2024,5:00 AM,Central,Basement Entrance
3,80,1/20/2024,4:00 AM,Hillyard,HY North
1,1,1/20/2024,3:00 AM,Liberty Park,LP Main
2,0,1/20/2024,3:00 AM,Hillyard,HY North
0,25,1/19/2024,11:00 PM,Hillyard,HY North
18,19,1/19/2024,10:00 PM,Hillyard,HY North
4,0,1/19/2024,9:00 PM,Hillyard,HY South
4,4,1/19/2024,8:00 PM,Hillyard,HY South
0,3,1/19/2024,6:00 PM,Liberty Park,LP Main
2,6,1/19/2024,6:00 PM,Central,Basement Entrance
2,5,1/19/2024,5:00 PM,South Hill,SO Main
11,20,1/19/2024,5:00 PM,Shadle Park,SH East
0,7,1/19/2024,5:00 PM,Liberty Park,LP Main
1,1,1/19/2024,5:00 PM,Indian Trail,IT Main
0,3,1/19/2024,5:00 PM,Hillyard,HY North
8,18,1/19/2024,5:00 PM,Central,1st Floor NW Entrance
29,47,1/19/2024,4:00 PM,South Hill,SO Main
63,121,1/19/2024,4:00 PM,Shadle Park,SH East
13,52,1/19/2024,4:00 PM,Liberty Park,LP Main
24,28,1/19/2024,4:00 PM,Indian Trail,IT Main
11,22,1/19/2024,4:00 PM,Hillyard,HY North
61,89,1/19/2024,4:00 PM,Central,1st Floor NW Entrance
52,52,1/19/2024,3:00 PM,South Hill,SO Main
85,65,1/19/2024,3:00 PM,Shadle Park,SH East
38,40,1/19/2024,3:00 PM,Liberty Park,LP Main
23,16,1/19/2024,3:00 PM,Indian Trail,IT Main
61,59,1/19/2024,3:00 PM,Hillyard,HY North
70,95,1/19/2024,3:00 PM,Central,1st Floor NW Entrance
66,63,1/19/2024,2:00 PM,South Hill,SO Main
60,71,1/19/2024,2:00 PM,Shadle Park,SH East
48,55,1/19/2024,2:00 PM,Liberty Park,LP Main
11,13,1/19/2024,2:00 PM,Indian Trail,IT Main
24,28,1/19/2024,2:00 PM,Hillyard,HY North
82,102,1/19/2024,2:00 PM,Central,1st Floor NW Entrance
67,59,1/19/2024,1:00 PM,South Hill,SO Main
69,81,1/19/2024,1:00 PM,Shadle Park,SH East
31,21,1/19/2024,1:00 PM,Liberty Park,LP Main
19,15,1/19/2024,1:00 PM,Indian Trail,IT Main
117,104,1/19/2024,1:00 PM,Hillyard,HY North
65,68,1/19/2024,1:00 PM,Central,1st Floor NW Entrance
65,81,1/19/2024,12:00 PM,South Hill,SO Main
62,80,1/19/2024,12:00 PM,Shadle Park,SH East
23,22,1/19/2024,12:00 PM,Liberty Park,LP Main
9,16,1/19/2024,12:00 PM,Indian Trail,IT Main
127,98,1/19/2024,12:00 PM,Hillyard,HY North
92,116,1/19/2024,12:00 PM,Central,1st Floor NW Entrance
42,38,1/19/2024,11:00 AM,South Hill,SO Main
70,54,1/19/2024,11:00 AM,Shadle Park,SH East
31,30,1/19/2024,11:00 AM,Liberty Park,LP Main
22,16,1/19/2024,11:00 AM,Indian Trail,IT Main
20,19,1/19/2024,11:00 AM,Hillyard,HY North
72,99,1/19/2024,11:00 AM,Central,1st Floor NW Entrance
125,36,1/19/2024,10:00 AM,South Hill,SO Main
93,48,1/19/2024,10:00 AM,Shadle Park,SH East
35,17,1/19/2024,10:00 AM,Liberty Park,LP Main
13,11,1/19/2024,10:00 AM,Indian Trail,IT Main
24,15,1/19/2024,10:00 AM,Hillyard,HY North
81,67,1/19/2024,10:00 AM,Central,1st Floor NW Entrance
36,10,1/19/2024,9:00 AM,South Hill,SO Main
9,4,1/19/2024,9:00 AM,Shadle Park,SH East
2,4,1/19/2024,9:00 AM,Liberty Park,LP Main
1,1,1/19/2024,9:00 AM,Indian Trail,IT Main
9,11,1/19/2024,9:00 AM,Hillyard,HY North
68,67,1/19/2024,9:00 AM,Central,1st Floor NW Entrance
1,13,1/19/2024,8:00 AM,South Hill,SO Main
48,40,1/19/2024,8:00 AM,Shadle Park,SH East
19,51,1/19/2024,8:00 AM,Liberty Park,LP Main
35,22,1/19/2024,8:00 AM,Indian Trail,IT Main
115,96,1/19/2024,8:00 AM,Hillyard,HY North
14,16,1/19/2024,8:00 AM,Central,Basement Entrance
11,9,1/19/2024,7:00 AM,South Hill,SO Main
1,0,1/19/2024,7:00 AM,Liberty Park,LP Main
31,35,1/19/2024,7:00 AM,Indian Trail,IT Main
1,1,1/19/2024,7:00 AM,Hillyard,HY South
9,12,1/19/2024,7:00 AM,Central,Basement Entrance
3,3,1/19/2024,6:00 AM,Indian Trail,IT Main
0,1,1/19/2024,5:00 AM,Shadle Park,SH West
5,8,1/19/2024,5:00 AM,Central,Basement Entrance
2,2,1/18/2024,10:00 PM,Hillyard,HY South
0,1,1/18/2024,9:00 PM,Hillyard,HY South
14,35,1/18/2024,9:00 PM,Central,Basement Entrance
2,1,1/18/2024,8:00 PM,Hillyard,HY South
3,2,1/18/2024,8:00 PM,Central,Basement Entrance
1,5,1/18/2024,7:00 PM,Shadle Park,SH East
0,3,1/18/2024,7:00 PM,Liberty Park,LP Main
1,0,1/18/2024,7:00 PM,Indian Trail,IT Main
10,8,1/18/2024,7:00 PM,Hillyard,HY North
8,10,1/18/2024,7:00 PM,Central,1st Floor NW Entrance
4,23,1/18/2024,6:00 PM,South Hill,SO Main
27,47,1/18/2024,6:00 PM,Shadle Park,SH East
24,50,1/18/2024,6:00 PM,Liberty Park,LP Main
2,19,1/18/2024,6:00 PM,Indian Trail,IT Main
1,15,1/18/2024,6:00 PM,Hillyard,HY North
44,105,1/18/2024,6:00 PM,Central,1st Floor NW Entrance
48,51,1/18/2024,5:00 PM,South Hill,SO Main
42,52,1/18/2024,5:00 PM,Shadle Park,SH East
15,9,1/18/2024,5:00 PM,Liberty Park,LP Main
20,25,1/18/2024,5:00 PM,Indian Trail,IT Main
25,24,1/18/2024,5:00 PM,Hillyard,HY North
50,52,1/18/2024,5:00 PM,Central,1st Floor NW Entrance
58,63,1/18/2024,4:00 PM,South Hill,SO Main
55,46,1/18/2024,4:00 PM,Shadle Park,SH East
23,38,1/18/2024,4:00 PM,Liberty Park,LP Main
38,46,1/18/2024,4:00 PM,Indian Trail,IT Main
19,31,1/18/2024,4:00 PM,Hillyard,HY North
93,125,1/18/2024,4:00 PM,Central,1st Floor NW Entrance
62,48,1/18/2024,3:00 PM,South Hill,SO Main
78,57,1/18/2024,3:00 PM,Shadle Park,SH East
22,27,1/18/2024,3:00 PM,Liberty Park,LP Main
28,26,1/18/2024,3:00 PM,Indian Trail,IT Main
58,62,1/18/2024,3:00 PM,Hillyard,HY North
63,94,1/18/2024,3:00 PM,Central,1st Floor NW Entrance
48,33,1/18/2024,2:00 PM,South Hill,SO Main
46,43,1/18/2024,2:00 PM,Shadle Park,SH East
35,28,1/18/2024,2:00 PM,Liberty Park,LP Main
31,23,1/18/2024,2:00 PM,Indian Trail,IT Main
42,17,1/18/2024,2:00 PM,Hillyard,HY North
55,84,1/18/2024,2:00 PM,Central,1st Floor NW Entrance
68,61,1/18/2024,1:00 PM,South Hill,SO Main
28,46,1/18/2024,1:00 PM,Shadle Park,SH East
19,27,1/18/2024,1:00 PM,Liberty Park,LP Main
27,19,1/18/2024,1:00 PM,Indian Trail,IT Main
122,112,1/18/2024,1:00 PM,Hillyard,HY North
48,59,1/18/2024,1:00 PM,Central,1st Floor NW Entrance
60,54,1/18/2024,12:00 PM,South Hill,SO Main
51,49,1/18/2024,12:00 PM,Shadle Park,SH East
16,21,1/18/2024,12:00 PM,Liberty Park,LP Main
15,11,1/18/2024,12:00 PM,Indian Trail,IT Main
134,86,1/18/2024,12:00 PM,Hillyard,HY North
42,60,1/18/2024,12:00 PM,Central,1st Floor NW Entrance
44,64,1/18/2024,11:00 AM,South Hill,SO Main
64,81,1/18/2024,11:00 AM,Shadle Park,SH East
23,20,1/18/2024,11:00 AM,Liberty Park,LP Main
11,19,1/18/2024,11:00 AM,Indian Trail,IT Main
52,52,1/18/2024,11:00 AM,Hillyard,HY North
58,71,1/18/2024,11:00 AM,Central,1st Floor NW Entrance
61,54,1/18/2024,10:00 AM,South Hill,SO Main
64,34,1/18/2024,10:00 AM,Shadle Park,SH East
22,28,1/18/2024,10:00 AM,Liberty Park,LP Main
17,12,1/18/2024,10:00 AM,Indian Trail,IT Main
51,51,1/18/2024,10:00 AM,Hillyard,HY North
53,50,1/18/2024,10:00 AM,Central,1st Floor NW Entrance
54,42,1/18/2024,9:00 AM,South Hill,SO Main
75,29,1/18/2024,9:00 AM,Shadle Park,SH East
57,25,1/18/2024,9:00 AM,Liberty Park,LP Main
21,10,1/18/2024,9:00 AM,Indian Trail,IT Main
56,20,1/18/2024,9:00 AM,Hillyard,HY North
81,83,1/18/2024,9:00 AM,Central,1st Floor NW Entrance
16,10,1/18/2024,8:00 AM,South Hill,SO Main
7,17,1/18/2024,8:00 AM,Shadle Park,SH East
2,1,1/18/2024,8:00 AM,Liberty Park,LP Main
5,3,1/18/2024,8:00 AM,Indian Trail,IT Main
66,58,1/18/2024,8:00 AM,Hillyard,HY North
28,24,1/18/2024,8:00 AM,Central,1st Floor NW Entrance
2,8,1/18/2024,7:00 AM,South Hill,SO Main
7,12,1/18/2024,7:00 AM,Shadle Park,SH East
12,10,1/18/2024,7:00 AM,Indian Trail,IT Main
1,1,1/18/2024,7:00 AM,Hillyard,HY South
7,6,1/18/2024,7:00 AM,Central,Basement Entrance
6,7,1/18/2024,6:00 AM,Indian Trail,IT Main
7,5,1/18/2024,6:00 AM,Central,Basement Entrance
10,5,1/18/2024,5:00 AM,Central,Basement Entrance
14,12,1/17/2024,11:00 PM,Hillyard,HY North
2,2,1/17/2024,10:00 PM,Hillyard,HY North
1,0,1/17/2024,9:00 PM,Hillyard,HY North
5,5,1/17/2024,4:00 PM,South Hill,SO Main
2,5,1/17/2024,4:00 PM,Shadle Park,SH East
1,15,1/17/2024,4:00 PM,Liberty Park,LP Main
3,0,1/17/2024,4:00 PM,Indian Trail,IT Main
0,3,1/17/2024,4:00 PM,Hillyard,HY North
4,14,1/17/2024,4:00 PM,Central,Basement Entrance
20,26,1/17/2024,3:00 PM,South Hill,SO Main
38,59,1/17/2024,3:00 PM,Shadle Park,SH East
27,56,1/17/2024,3:00 PM,Liberty Park,LP Main
31,35,1/17/2024,3:00 PM,Indian Trail,IT Main
74,71,1/17/2024,3:00 PM,Hillyard,HY North
59,101,1/17/2024,3:00 PM,Central,1st Floor NW Entrance
32,45,1/17/2024,2:00 PM,South Hill,SO Main
38,32,1/17/2024,2:00 PM,Shadle Park,SH East
28,26,1/17/2024,2:00 PM,Liberty Park,LP Main
5,8,1/17/2024,2:00 PM,Indian Trail,IT Main
20,42,1/17/2024,2:00 PM,Hillyard,HY North
74,107,1/17/2024,2:00 PM,Central,1st Floor NW Entrance
28,23,1/17/2024,1:00 PM,South Hill,SO Main
34,33,1/17/2024,1:00 PM,Shadle Park,SH East
26,34,1/17/2024,1:00 PM,Liberty Park,LP Main
8,4,1/17/2024,1:00 PM,Indian Trail,IT Main
115,71,1/17/2024,1:00 PM,Hillyard,HY North
52,63,1/17/2024,1:00 PM,Central,1st Floor NW Entrance
38,47,1/17/2024,12:00 PM,South Hill,SO Main
33,23,1/17/2024,12:00 PM,Shadle Park,SH East
20,25,1/17/2024,12:00 PM,Liberty Park,LP Main
5,5,1/17/2024,12:00 PM,Indian Trail,IT Main
149,114,1/17/2024,12:00 PM,Hillyard,HY North
60,65,1/17/2024,12:00 PM,Central,1st Floor NW Entrance
51,52,1/17/2024,11:00 AM,South Hill,SO Main
28,44,1/17/2024,11:00 AM,Shadle Park,SH East
22,41,1/17/2024,11:00 AM,Liberty Park,LP Main
9,32,1/17/2024,11:00 AM,Indian Trail,IT Main
38,45,1/17/2024,11:00 AM,Hillyard,HY North
76,102,1/17/2024,11:00 AM,Central,1st Floor NW Entrance
70,61,1/17/2024,10:00 AM,South Hill,SO Main
55,31,1/17/2024,10:00 AM,Shadle Park,SH East
28,38,1/17/2024,10:00 AM,Liberty Park,LP Main
20,19,1/17/2024,10:00 AM,Indian Trail,IT Main
19,23,1/17/2024,10:00 AM,Hillyard,HY North
58,66,1/17/2024,10:00 AM,Central,1st Floor NW Entrance
90,31,1/17/2024,9:00 AM,South Hill,SO Main
40,16,1/17/2024,9:00 AM,Shadle Park,SH East
70,40,1/17/2024,9:00 AM,Liberty Park,LP Main
41,12,1/17/2024,9:00 AM,Indian Trail,IT Main
26,6,1/17/2024,9:00 AM,Hillyard,HY North
71,93,1/17/2024,9:00 AM,Central,1st Floor NW Entrance
44,25,1/17/2024,8:00 AM,South Hill,SO Main
8,17,1/17/2024,8:00 AM,Liberty Park,LP Main
18,16,1/17/2024,8:00 AM,Indian Trail,IT Main
100,80,1/17/2024,8:00 AM,Hillyard,HY North
12,7,1/17/2024,8:00 AM,Central,1st Floor NW Entrance
0,4,1/17/2024,7:00 AM,South Hill,SO Main
6,7,1/17/2024,7:00 AM,Shadle Park,SH East
3,7,1/17/2024,7:00 AM,Liberty Park,LP Main
3,6,1/17/2024,7:00 AM,Indian Trail,IT Main
2,1,1/17/2024,7:00 AM,Hillyard,HY South
6,6,1/17/2024,7:00 AM,Central,Basement Entrance
2,4,1/17/2024,6:00 AM,Indian Trail,IT Main
0,2,1/17/2024,6:00 AM,Central,Basement Entrance
5,2,1/17/2024,5:00 AM,Central,Basement Entrance
2,2,1/16/2024,11:00 PM,Hillyard,HY North
8,12,1/16/2024,10:00 PM,Hillyard,HY North
2,1,1/16/2024,9:00 PM,Hillyard,HY South
1,0,1/16/2024,7:00 PM,South Hill,SO Main
0,2,1/16/2024,7:00 PM,Shadle Park,SH East
3,27,1/16/2024,7:00 PM,Liberty Park,LP Main
1,0,1/16/2024,7:00 PM,Indian Trail,IT Main
0,3,1/16/2024,7:00 PM,Hillyard,HY North
2,6,1/16/2024,7:00 PM,Central,Basement Entrance
11,39,1/16/2024,6:00 PM,South Hill,SO Main
25,97,1/16/2024,6:00 PM,Shadle Park,SH East
9,26,1/16/2024,6:00 PM,Liberty Park,LP Main
6,18,1/16/2024,6:00 PM,Indian Trail,IT Main
13,24,1/16/2024,6:00 PM,Hillyard,HY North
51,75,1/16/2024,6:00 PM,Central,1st Floor NW Entrance
39,49,1/16/2024,5:00 PM,South Hill,SO Main
73,74,1/16/2024,5:00 PM,Shadle Park,SH East
34,25,1/16/2024,5:00 PM,Liberty Park,LP Main
19,21,1/16/2024,5:00 PM,Indian Trail,IT Main
27,12,1/16/2024,5:00 PM,Hillyard,HY North
61,93,1/16/2024,5:00 PM,Central,1st Floor NW Entrance
52,42,1/16/2024,4:00 PM,South Hill,SO Main
54,76,1/16/2024,4:00 PM,Shadle Park,SH East
35,50,1/16/2024,4:00 PM,Liberty Park,LP Main
29,31,1/16/2024,4:00 PM,Indian Trail,IT Main
10,28,1/16/2024,4:00 PM,Hillyard,HY North
84,95,1/16/2024,4:00 PM,Central,1st Floor NW Entrance
59,71,1/16/2024,3:00 PM,South Hill,SO Main
112,77,1/16/2024,3:00 PM,Shadle Park,SH East
36,55,1/16/2024,3:00 PM,Liberty Park,LP Main
43,54,1/16/2024,3:00 PM,Indian Trail,IT Main
62,65,1/16/2024,3:00 PM,Hillyard,HY North
85,101,1/16/2024,3:00 PM,Central,1st Floor NW Entrance
50,68,1/16/2024,2:00 PM,South Hill,SO Main
77,85,1/16/2024,2:00 PM,Shadle Park,SH East
44,40,1/16/2024,2:00 PM,Liberty Park,LP Main
24,22,1/16/2024,2:00 PM,Indian Trail,IT Main
43,53,1/16/2024,2:00 PM,Hillyard,HY North
60,85,1/16/2024,2:00 PM,Central,1st Floor NW Entrance
71,68,1/16/2024,1:00 PM,South Hill,SO Main
79,77,1/16/2024,1:00 PM,Shadle Park,SH East
39,37,1/16/2024,1:00 PM,Liberty Park,LP Main
26,21,1/16/2024,1:00 PM,Indian Trail,IT Main
92,69,1/16/2024,1:00 PM,Hillyard,HY North
84,99,1/16/2024,1:00 PM,Central,1st Floor NW Entrance
82,76,1/16/2024,12:00 PM,South Hill,SO Main
64,65,1/16/2024,12:00 PM,Shadle Park,SH East
33,43,1/16/2024,12:00 PM,Liberty Park,LP Main
54,59,1/16/2024,12:00 PM,Indian Trail,IT Main
157,117,1/16/2024,12:00 PM,Hillyard,HY North
64,93,1/16/2024,12:00 PM,Central,1st Floor NW Entrance
73,100,1/16/2024,11:00 AM,South Hill,SO Main
44,127,1/16/2024,11:00 AM,Shadle Park,SH East
35,37,1/16/2024,11:00 AM,Liberty Park,LP Main
51,51,1/16/2024,11:00 AM,Indian Trail,IT Main
35,47,1/16/2024,11:00 AM,Hillyard,HY North
90,104,1/16/2024,11:00 AM,Central,1st Floor NW Entrance
82,70,1/16/2024,10:00 AM,South Hill,SO Main
90,72,1/16/2024,10:00 AM,Shadle Park,SH East
55,67,1/16/2024,10:00 AM,Liberty Park,LP Main
31,34,1/16/2024,10:00 AM,Indian Trail,IT Main
70,53,1/16/2024,10:00 AM,Hillyard,HY North
66,88,1/16/2024,10:00 AM,Central,1st Floor NW Entrance
118,60,1/16/2024,9:00 AM,South Hill,SO Main
109,46,1/16/2024,9:00 AM,Shadle Park,SH East
62,26,1/16/2024,9:00 AM,Liberty Park,LP Main
67,22,1/16/2024,9:00 AM,Indian Trail,IT Main
45,47,1/16/2024,9:00 AM,Hillyard,HY North
88,99,1/16/2024,9:00 AM,Central,1st Floor NW Entrance
1,0,1/16/2024,8:00 AM,South Hill,SO Main
1,0,1/16/2024,8:00 AM,Shadle Park,SH West
3,4,1/16/2024,8:00 AM,Liberty Park,LP Main
10,13,1/16/2024,8:00 AM,Indian Trail,IT Main
120,123,1/16/2024,8:00 AM,Hillyard,HY North
49,60,1/16/2024,8:00 AM,Central,1st Floor NW Entrance
1,1,1/16/2024,7:00 AM,South Hill,SO Main
10,7,1/16/2024,7:00 AM,Shadle Park,SH East
14,16,1/16/2024,7:00 AM,Liberty Park,LP Main
1,1,1/16/2024,7:00 AM,Indian Trail,IT Main
2,1,1/16/2024,7:00 AM,Hillyard,HY South
4,3,1/16/2024,7:00 AM,Central,Basement Entrance
12,20,1/16/2024,6:00 AM,South Hill,SO Main
1,3,1/16/2024,6:00 AM,Liberty Park,LP Main
11,4,1/16/2024,6:00 AM,Indian Trail,IT Main
0,1,1/16/2024,6:00 AM,Hillyard,HY South
4,5,1/16/2024,6:00 AM,Central,Basement Entrance
1,0,1/16/2024,5:00 AM,Hillyard,HY South
10,4,1/16/2024,5:00 AM,Central,Basement Entrance
0,2,1/15/2024,7:00 PM,Shadle Park,SH East
1,4,1/15/2024,7:00 PM,Hillyard,HY North
3,7,1/15/2024,7:00 PM,Central,1st Floor NW Entrance
14,21,1/15/2024,6:00 PM,Shadle Park,SH East
2,15,1/15/2024,6:00 PM,Liberty Park,LP Main
5,12,1/15/2024,6:00 PM,Hillyard,HY North
33,56,1/15/2024,6:00 PM,Central,1st Floor NW Entrance
17,26,1/15/2024,5:00 PM,Shadle Park,SH East
8,18,1/15/2024,5:00 PM,Liberty Park,LP Main
3,4,1/15/2024,5:00 PM,Hillyard,HY North
50,68,1/15/2024,5:00 PM,Central,1st Floor NW Entrance
47,64,1/15/2024,4:00 PM,Shadle Park,SH East
16,19,1/15/2024,4:00 PM,Liberty Park,LP Main
7,13,1/15/2024,4:00 PM,Hillyard,HY North
68,68,1/15/2024,4:00 PM,Central,1st Floor NW Entrance
45,41,1/15/2024,3:00 PM,Shadle Park,SH East
22,29,1/15/2024,3:00 PM,Liberty Park,LP Main
5,6,1/15/2024,3:00 PM,Hillyard,HY North
50,60,1/15/2024,3:00 PM,Central,1st Floor NW Entrance
60,55,1/15/2024,2:00 PM,Shadle Park,SH East
37,26,1/15/2024,2:00 PM,Liberty Park,LP Main
12,7,1/15/2024,2:00 PM,Hillyard,HY North
53,68,1/15/2024,2:00 PM,Central,1st Floor NW Entrance
65,63,1/15/2024,1:00 PM,Shadle Park,SH East
24,35,1/15/2024,1:00 PM,Liberty Park,LP Main
22,24,1/15/2024,1:00 PM,Hillyard,HY North
55,66,1/15/2024,1:00 PM,Central,1st Floor NW Entrance
37,38,1/15/2024,12:00 PM,Shadle Park,SH East
29,16,1/15/2024,12:00 PM,Liberty Park,LP Main
15,7,1/15/2024,12:00 PM,Hillyard,HY North
68,77,1/15/2024,12:00 PM,Central,1st Floor NW Entrance
53,61,1/15/2024,11:00 AM,Shadle Park,SH East
24,15,1/15/2024,11:00 AM,Liberty Park,LP Main
12,7,1/15/2024,11:00 AM,Hillyard,HY North
78,97,1/15/2024,11:00 AM,Central,1st Floor NW Entrance
50,50,1/15/2024,10:00 AM,Shadle Park,SH East
19,11,1/15/2024,10:00 AM,Liberty Park,LP Main
11,17,1/15/2024,10:00 AM,Hillyard,HY North
89,125,1/15/2024,10:00 AM,Central,1st Floor NW Entrance
2,4,1/15/2024,9:00 AM,South Hill,SO Main
47,32,1/15/2024,9:00 AM,Shadle Park,SH East
8,8,1/15/2024,9:00 AM,Liberty Park,LP Main
10,8,1/15/2024,9:00 AM,Indian Trail,IT Main
10,3,1/15/2024,9:00 AM,Hillyard,HY North
103,114,1/15/2024,9:00 AM,Central,1st Floor NW Entrance
12,14,1/15/2024,8:00 AM,South Hill,SO Main
1,1,1/15/2024,8:00 AM,Shadle Park,SH West
4,2,1/15/2024,8:00 AM,Liberty Park,LP Main
4,3,1/15/2024,8:00 AM,Hillyard,HY North
31,27,1/15/2024,8:00 AM,Central,1st Floor NW Entrance
1,1,1/15/2024,7:00 AM,South Hill,SO Main
1,5,1/15/2024,7:00 AM,Shadle Park,SH East
11,10,1/15/2024,7:00 AM,Liberty Park,LP Main
3,0,1/15/2024,7:00 AM,Hillyard,HY North
3,3,1/15/2024,7:00 AM,Central,Basement Entrance
1,1,1/15/2024,6:00 AM,South Hill,SO Main
3,2,1/15/2024,6:00 AM,Shadle Park,SH East
3,5,1/15/2024,6:00 AM,Liberty Park,LP Main
2,1,1/15/2024,6:00 AM,Hillyard,HY North
0,5,1/15/2024,5:00 AM,Liberty Park,LP Main
2,1,1/15/2024,5:00 AM,Hillyard,HY North
2,2,1/15/2024,5:00 AM,Central,Basement Entrance
1,7,1/14/2024,4:00 PM,South Hill,SO Main
0,1,1/14/2024,4:00 PM,Shadle Park,SH East
2,8,1/14/2024,4:00 PM,Liberty Park,LP Main
5,3,1/14/2024,4:00 PM,Indian Trail,IT Main
1,2,1/14/2024,4:00 PM,Hillyard,HY North
3,7,1/14/2024,4:00 PM,Central,Basement Entrance
50,72,1/14/2024,3:00 PM,South Hill,SO Main
70,210,1/14/2024,3:00 PM,Shadle Park,SH East
45,94,1/14/2024,3:00 PM,Liberty Park,LP Main
18,26,1/14/2024,3:00 PM,Indian Trail,IT Main
10,40,1/14/2024,3:00 PM,Hillyard,HY North
36,90,1/14/2024,3:00 PM,Central,1st Floor NW Entrance
54,57,1/14/2024,2:00 PM,South Hill,SO Main
98,70,1/14/2024,2:00 PM,Shadle Park,SH East
44,71,1/14/2024,2:00 PM,Liberty Park,LP Main
31,20,1/14/2024,2:00 PM,Indian Trail,IT Main
16,19,1/14/2024,2:00 PM,Hillyard,HY North
87,103,1/14/2024,2:00 PM,Central,1st Floor NW Entrance
73,68,1/14/2024,1:00 PM,South Hill,SO Main
90,44,1/14/2024,1:00 PM,Shadle Park,SH East
65,43,1/14/2024,1:00 PM,Liberty Park,LP Main
28,32,1/14/2024,1:00 PM,Indian Trail,IT Main
16,12,1/14/2024,1:00 PM,Hillyard,HY North
120,137,1/14/2024,1:00 PM,Central,1st Floor NW Entrance
71,41,1/14/2024,12:00 PM,South Hill,SO Main
121,47,1/14/2024,12:00 PM,Shadle Park,SH East
53,25,1/14/2024,12:00 PM,Liberty Park,LP Main
25,16,1/14/2024,12:00 PM,Indian Trail,IT Main
36,17,1/14/2024,12:00 PM,Hillyard,HY North
117,86,1/14/2024,12:00 PM,Central,1st Floor NW Entrance
14,6,1/14/2024,11:00 AM,South Hill,SO Main
1,1,1/14/2024,11:00 AM,Shadle Park,SH West
5,0,1/14/2024,11:00 AM,Liberty Park,LP Main
2,0,1/14/2024,11:00 AM,Hillyard,HY North
9,16,1/14/2024,11:00 AM,Central,1st Floor NW Entrance
4,5,1/14/2024,10:00 AM,South Hill,SO Main
1,1,1/14/2024,9:00 AM,Liberty Park,LP Main
6,4,1/14/2024,9:00 AM,Indian Trail,IT Main
4,4,1/14/2024,9:00 AM,Central,1st Floor NW Entrance
3,5,1/14/2024,8:00 AM,Liberty Park,LP Main
24,31,1/14/2024,8:00 AM,Indian Trail,IT Main
7,9,1/14/2024,7:00 AM,Indian Trail,IT Main
0,1,1/14/2024,7:00 AM,Central,1st Floor NW Entrance
14,15,1/14/2024,6:00 AM,South Hill,SO Main
1,3,1/14/2024,6:00 AM,Indian Trail,IT Main
1,1,1/14/2024,6:00 AM,Hillyard,HY North
4,3,1/14/2024,5:00 AM,Shadle Park,SH East
0,2,1/14/2024,5:00 AM,Hillyard,HY North
1,1,1/14/2024,4:00 AM,Hillyard,HY North
5,9,1/14/2024,3:00 AM,Hillyard,HY North
1,4,1/13/2024,5:00 PM,South Hill,SO Main
3,20,1/13/2024,5:00 PM,Shadle Park,SH East
1,7,1/13/2024,5:00 PM,Liberty Park,LP Main
6,5,1/13/2024,5:00 PM,Indian Trail,IT Main
0,4,1/13/2024,5:00 PM,Hillyard,HY North
5,6,1/13/2024,5:00 PM,Central,1st Floor NW Entrance
41,69,1/13/2024,4:00 PM,South Hill,SO Main
55,159,1/13/2024,4:00 PM,Shadle Park,SH East
